property_id,Property,Address,City,State,ZipCode,Phone,Unit,Beds,Baths,Beds_Baths,SqFt,Price,PricePerSqFt,RentalType,HasWasherDryer,HasAirConditioning,HasPool,HasSpa,HasGym,HasEVCharging,IsPetFriendly,ListingURL,month,year
201052451271,Radian,"675 9th Ave, San Diego, Ca 92101",San Diego,CA,92101,8582216613,Unit 1413,1,1.0,1 Bed / 1 Bath,658.0,3157.0,4.8,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/radian-san-diego-ca/709lz6y/,5,2025
315344383483,Radian,"675 9th Ave, San Diego, Ca 92101",San Diego,CA,92101,8582216613,Unit 1513,1,1.0,1 Bed / 1 Bath,658.0,3182.0,4.84,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/radian-san-diego-ca/709lz6y/,5,2025
876260458882,Radian,"675 9th Ave, San Diego, Ca 92101",San Diego,CA,92101,8582216613,Unit 1613,1,1.0,1 Bed / 1 Bath,658.0,3233.0,4.91,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/radian-san-diego-ca/709lz6y/,5,2025
930066406956,Radian,"675 9th Ave, San Diego, Ca 92101",San Diego,CA,92101,8582216613,Unit 1210,1,1.0,1 Bed / 1 Bath,808.0,3299.0,4.08,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/radian-san-diego-ca/709lz6y/,5,2025
728620926342,Radian,"675 9th Ave, San Diego, Ca 92101",San Diego,CA,92101,8582216613,Unit 1510,1,1.0,1 Bed / 1 Bath,808.0,3602.0,4.46,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/radian-san-diego-ca/709lz6y/,5,2025
686745930065,Radian,"675 9th Ave, San Diego, Ca 92101",San Diego,CA,92101,8582216613,Unit 1304,1,1.0,1 Bed / 1 Bath,808.0,3400.0,4.21,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/radian-san-diego-ca/709lz6y/,5,2025
519975462785,Radian,"675 9th Ave, San Diego, Ca 92101",San Diego,CA,92101,8582216613,Unit 1704,1,1.0,1 Bed / 1 Bath,808.0,3602.0,4.46,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/radian-san-diego-ca/709lz6y/,5,2025
939215165510,Radian,"675 9th Ave, San Diego, Ca 92101",San Diego,CA,92101,8582216613,Unit 1904,1,1.0,1 Bed / 1 Bath,808.0,3931.0,4.87,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/radian-san-diego-ca/709lz6y/,5,2025
757844785668,Radian,"675 9th Ave, San Diego, Ca 92101",San Diego,CA,92101,8582216613,Unit 1611,1,1.0,1 Bed / 1 Bath,798.0,3505.0,4.39,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/radian-san-diego-ca/709lz6y/,5,2025
716183057704,Radian,"675 9th Ave, San Diego, Ca 92101",San Diego,CA,92101,8582216613,Unit 1801,1,1.0,1 Bed / 1 Bath,780.0,3668.0,4.7,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/radian-san-diego-ca/709lz6y/,5,2025
720834621585,Radian,"675 9th Ave, San Diego, Ca 92101",San Diego,CA,92101,8582216613,Unit 1814,1,1.0,1 Bed / 1 Bath,780.0,3820.0,4.9,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/radian-san-diego-ca/709lz6y/,5,2025
346891743979,Radian,"675 9th Ave, San Diego, Ca 92101",San Diego,CA,92101,8582216613,Unit 1205,1,1.0,1 Bed / 1 Bath,641.0,3000.0,4.68,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/radian-san-diego-ca/709lz6y/,5,2025
448601032798,Radian,"675 9th Ave, San Diego, Ca 92101",San Diego,CA,92101,8582216613,Unit 1405,1,1.0,1 Bed / 1 Bath,641.0,3025.0,4.72,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/radian-san-diego-ca/709lz6y/,5,2025
285118578353,Radian,"675 9th Ave, San Diego, Ca 92101",San Diego,CA,92101,8582216613,Unit 1307,1,1.0,1 Bed / 1 Bath,633.0,2980.0,4.71,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/radian-san-diego-ca/709lz6y/,5,2025
815160203244,Radian,"675 9th Ave, San Diego, Ca 92101",San Diego,CA,92101,8582216613,Unit 1909,1,1.0,1 Bed / 1 Bath,1064.0,4893.0,4.6,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/radian-san-diego-ca/709lz6y/,5,2025
061517329395,Radian,"675 9th Ave, San Diego, Ca 92101",San Diego,CA,92101,8582216613,Unit 1309,1,1.0,1 Bed / 1 Bath,1064.0,4295.0,4.04,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/radian-san-diego-ca/709lz6y/,5,2025
